profile,run_id,itnum,ncpu,ngpu,function,time_ms
profile,12846581,2,2,1,constructX,5646.056
profile,12846581,2,2,1,calc_extBIC,2759.546
profile,12846581,2,2,1,calcVC,1928.739
profile,12846581,1,2,1,invMMt,388.241
profile,12846581,1,2,1,find_qtl,37260.774
profile,12846581,1,2,1,constructX,0.117
profile,12846581,1,2,1,calc_extBIC,2668.559
profile,12846581,1,2,1,calcVC,2028.796
profile,12846581,1,2,1,calcMMt,11245.289
profile,12846580,4,1,1,find_qtl,33112.219
profile,12846580,4,1,1,constructX,4595.941
profile,12846580,4,1,1,calc_extBIC,3071.175
profile,12846580,4,1,1,calcVC,1678.194
profile,12846580,3,1,1,find_qtl,33138.189
profile,12846580,3,1,1,constructX,4605.777
profile,12846580,3,1,1,calc_extBIC,3055.519
profile,12846580,3,1,1,calcVC,1678.384
profile,12846580,2,1,1,find_qtl,32716.041
profile,12846580,2,1,1,constructX,4603.387
profile,12846580,2,1,1,calc_extBIC,3126.609
profile,12846580,2,1,1,calcVC,1820.302
profile,12846580,1,1,1,invMMt,314.542
profile,12846580,1,1,1,find_qtl,33663.913
profile,12846580,1,1,1,constructX,0.074
profile,12846580,1,1,1,calc_extBIC,3087.818
profile,12846580,1,1,1,calcVC,2017.21
profile,12846580,1,1,1,calcMMt,9221.824
profile,12846577,4,8,1,find_qtl,35136.28
profile,12846577,4,8,1,constructX,5755.655
profile,12846577,4,8,1,calc_extBIC,1857.26
profile,12846577,4,8,1,calcVC,1061.058
profile,12846577,3,8,1,find_qtl,35047.478
profile,12846577,3,8,1,constructX,5743.856
profile,12846577,3,8,1,calc_extBIC,1824.552
profile,12846577,3,8,1,calcVC,1083.279
profile,12846577,2,8,1,find_qtl,35020.15
profile,12846577,2,8,1,constructX,5756.104
profile,12846577,2,8,1,calc_extBIC,1968.011
profile,12846577,2,8,1,calcVC,1209.481
profile,12846577,1,8,1,invMMt,231.738
profile,12846577,1,8,1,find_qtl,35312.975
profile,12846577,1,8,1,constructX,0.085
profile,12846577,1,8,1,calc_extBIC,1953.912
profile,12846577,1,8,1,calcVC,1604.534
profile,12846577,1,8,1,calcMMt,10979.947
profile,12846576,4,4,1,find_qtl,31046.07
profile,12846576,4,4,1,constructX,4575.128
profile,12846576,4,4,1,calc_extBIC,2013.626
profile,12846576,4,4,1,calcVC,1142.3
profile,12846576,3,4,1,find_qtl,31400.996
profile,12846576,3,4,1,constructX,4561.303
profile,12846576,3,4,1,calc_extBIC,1979.664
profile,12846576,3,4,1,calcVC,1153.602
profile,12846576,2,4,1,find_qtl,31030.387
profile,12846576,2,4,1,constructX,4564.175
profile,12846576,2,4,1,calc_extBIC,2069.282
profile,12846576,2,4,1,calcVC,1277.782
profile,12846576,1,4,1,invMMt,199.98
profile,12846576,1,4,1,find_qtl,31125.886
profile,12846576,1,4,1,constructX,0.081
profile,12846576,1,4,1,calc_extBIC,2055.428
profile,12846576,1,4,1,calcVC,1525.788
profile,12846576,1,4,1,calcMMt,9286.361
profile,12846575,4,2,1,find_qtl,31062.419
profile,12846575,4,2,1,constructX,4726.934
profile,12846575,4,2,1,calc_extBIC,2271.246
profile,12846575,4,2,1,calcVC,1269.519
profile,12846575,3,2,1,find_qtl,31296.354
profile,12846575,3,2,1,constructX,4725.174
profile,12846575,3,2,1,calc_extBIC,2188.42
profile,12846575,3,2,1,calcVC,1249.93
profile,12846575,2,2,1,find_qtl,31004.665
profile,12846575,2,2,1,constructX,4722.941
profile,12846575,2,2,1,calc_extBIC,2294.083
profile,12846575,2,2,1,calcVC,1424.536
profile,12846575,1,2,1,invMMt,219.723
profile,12846575,1,2,1,find_qtl,32468.157
profile,12846575,1,2,1,constructX,0.073
