profile,slurm_id1,run_id,itnum,ncpu,ngpu,function,time_ms
profile,eagle_REPEAT_cs_CRAN_12335703,12335712,3,14,3,calc_extBIC,1874.197
profile,eagle_REPEAT_cs_CRAN_12335703,12335712,3,14,3,calcVC,1149.855
profile,eagle_REPEAT_cs_CRAN_12335703,12335712,2,14,3,find_qtl,61412.806
profile,eagle_REPEAT_cs_CRAN_12335703,12335712,2,14,3,constructX,23930.755
profile,eagle_REPEAT_cs_CRAN_12335703,12335712,2,14,3,calc_extBIC,1978.227
profile,eagle_REPEAT_cs_CRAN_12335703,12335712,2,14,3,calcVC,1287.2
profile,eagle_REPEAT_cs_CRAN_12335703,12335712,1,14,3,invMMt,192.926
profile,eagle_REPEAT_cs_CRAN_12335703,12335712,1,14,3,find_qtl,64688.014
profile,eagle_REPEAT_cs_CRAN_12335703,12335712,1,14,3,constructX,0.083
profile,eagle_REPEAT_cs_CRAN_12335703,12335712,1,14,3,calc_extBIC,1882.521
profile,eagle_REPEAT_cs_CRAN_12335703,12335712,1,14,3,calcVC,1484.87
profile,eagle_REPEAT_cs_CRAN_12335703,12335712,1,14,3,MMt,54031.067
profile,eagle_REPEAT_cs_CRAN_12335703,12335711,4,12,3,find_qtl,67529.882
profile,eagle_REPEAT_cs_CRAN_12335703,12335711,4,12,3,constructX,28555.1
profile,eagle_REPEAT_cs_CRAN_12335703,12335711,4,12,3,calc_extBIC,2032.331
profile,eagle_REPEAT_cs_CRAN_12335703,12335711,4,12,3,calcVC,1274.952
profile,eagle_REPEAT_cs_CRAN_12335703,12335711,3,12,3,find_qtl,69500.051
profile,eagle_REPEAT_cs_CRAN_12335703,12335711,3,12,3,constructX,28012.04
profile,eagle_REPEAT_cs_CRAN_12335703,12335711,3,12,3,calc_extBIC,2048.875
profile,eagle_REPEAT_cs_CRAN_12335703,12335711,3,12,3,calcVC,1323.037
profile,eagle_REPEAT_cs_CRAN_12335703,12335711,2,12,3,find_qtl,66248.176
profile,eagle_REPEAT_cs_CRAN_12335703,12335711,2,12,3,constructX,28548.399
profile,eagle_REPEAT_cs_CRAN_12335703,12335711,2,12,3,calc_extBIC,2137.189
profile,eagle_REPEAT_cs_CRAN_12335703,12335711,2,12,3,calcVC,1467.691
profile,eagle_REPEAT_cs_CRAN_12335703,12335711,1,12,3,invMMt,187.58
profile,eagle_REPEAT_cs_CRAN_12335703,12335711,1,12,3,find_qtl,68728.588
profile,eagle_REPEAT_cs_CRAN_12335703,12335711,1,12,3,constructX,0.127
profile,eagle_REPEAT_cs_CRAN_12335703,12335711,1,12,3,calc_extBIC,1945.771
profile,eagle_REPEAT_cs_CRAN_12335703,12335711,1,12,3,calcVC,1564.132
profile,eagle_REPEAT_cs_CRAN_12335703,12335711,1,12,3,MMt,58797.163
profile,eagle_REPEAT_cs_CRAN_12335703,12335710,4,10,3,find_qtl,63780.024
profile,eagle_REPEAT_cs_CRAN_12335703,12335710,4,10,3,constructX,22681.191
profile,eagle_REPEAT_cs_CRAN_12335703,12335710,4,10,3,calc_extBIC,1805.798
profile,eagle_REPEAT_cs_CRAN_12335703,12335710,4,10,3,calcVC,1036.471
profile,eagle_REPEAT_cs_CRAN_12335703,12335710,3,10,3,find_qtl,64837.523
profile,eagle_REPEAT_cs_CRAN_12335703,12335710,3,10,3,constructX,22972.189
profile,eagle_REPEAT_cs_CRAN_12335703,12335710,3,10,3,calc_extBIC,1783.252
profile,eagle_REPEAT_cs_CRAN_12335703,12335710,3,10,3,calcVC,1028.716
profile,eagle_REPEAT_cs_CRAN_12335703,12335710,2,10,3,find_qtl,64631.964
profile,eagle_REPEAT_cs_CRAN_12335703,12335710,2,10,3,constructX,22660.734
profile,eagle_REPEAT_cs_CRAN_12335703,12335710,2,10,3,calc_extBIC,1878.074
profile,eagle_REPEAT_cs_CRAN_12335703,12335710,2,10,3,calcVC,1194.04
profile,eagle_REPEAT_cs_CRAN_12335703,12335710,1,10,3,invMMt,169.864
profile,eagle_REPEAT_cs_CRAN_12335703,12335710,1,10,3,find_qtl,67432.737
profile,eagle_REPEAT_cs_CRAN_12335703,12335710,1,10,3,constructX,0.076
profile,eagle_REPEAT_cs_CRAN_12335703,12335710,1,10,3,calc_extBIC,1787.393
profile,eagle_REPEAT_cs_CRAN_12335703,12335710,1,10,3,calcVC,1354.646
profile,eagle_REPEAT_cs_CRAN_12335703,12335710,1,10,3,MMt,54704.622
profile,eagle_REPEAT_cs_CRAN_12335703,12335709,4,8,3,find_qtl,76266.122
profile,eagle_REPEAT_cs_CRAN_12335703,12335709,4,8,3,constructX,30622.171
profile,eagle_REPEAT_cs_CRAN_12335703,12335709,4,8,3,calc_extBIC,1950.318
profile,eagle_REPEAT_cs_CRAN_12335703,12335709,4,8,3,calcVC,1159.49
profile,eagle_REPEAT_cs_CRAN_12335703,12335709,3,8,3,find_qtl,76515.886
profile,eagle_REPEAT_cs_CRAN_12335703,12335709,3,8,3,constructX,30818.957
profile,eagle_REPEAT_cs_CRAN_12335703,12335709,3,8,3,calc_extBIC,1917.832
profile,eagle_REPEAT_cs_CRAN_12335703,12335709,3,8,3,calcVC,1173.006
profile,eagle_REPEAT_cs_CRAN_12335703,12335709,2,8,3,find_qtl,76376.997
profile,eagle_REPEAT_cs_CRAN_12335703,12335709,2,8,3,constructX,30973.928
profile,eagle_REPEAT_cs_CRAN_12335703,12335709,2,8,3,calc_extBIC,1992.705
profile,eagle_REPEAT_cs_CRAN_12335703,12335709,2,8,3,calcVC,1300.779
profile,eagle_REPEAT_cs_CRAN_12335703,12335709,1,8,3,invMMt,192.242
profile,eagle_REPEAT_cs_CRAN_12335703,12335709,1,8,3,find_qtl,77818.141
profile,eagle_REPEAT_cs_CRAN_12335703,12335709,1,8,3,constructX,0.086
profile,eagle_REPEAT_cs_CRAN_12335703,12335709,1,8,3,calc_extBIC,1953.72
profile,eagle_REPEAT_cs_CRAN_12335703,12335709,1,8,3,calcVC,1527.541
profile,eagle_REPEAT_cs_CRAN_12335703,12335709,1,8,3,MMt,71204.01
profile,eagle_REPEAT_cs_CRAN_12335703,12335708,4,4,3,find_qtl,112106.932
profile,eagle_REPEAT_cs_CRAN_12335703,12335708,4,4,3,constructX,23665.368
profile,eagle_REPEAT_cs_CRAN_12335703,12335708,4,4,3,calc_extBIC,1938.415
profile,eagle_REPEAT_cs_CRAN_12335703,12335708,4,4,3,calcVC,1122.131
profile,eagle_REPEAT_cs_CRAN_12335703,12335708,3,4,3,find_qtl,118315.069
profile,eagle_REPEAT_cs_CRAN_12335703,12335708,3,4,3,constructX,23564.026
profile,eagle_REPEAT_cs_CRAN_12335703,12335708,3,4,3,calc_extBIC,1918.303
profile,eagle_REPEAT_cs_CRAN_12335703,12335708,3,4,3,calcVC,1117.115
profile,eagle_REPEAT_cs_CRAN_12335703,12335708,2,4,3,find_qtl,109312.64
profile,eagle_REPEAT_cs_CRAN_12335703,12335708,2,4,3,constructX,23787.071
profile,eagle_REPEAT_cs_CRAN_12335703,12335708,2,4,3,calc_extBIC,2003.9
profile,eagle_REPEAT_cs_CRAN_12335703,12335708,2,4,3,calcVC,1261.25
profile,eagle_REPEAT_cs_CRAN_12335703,12335708,1,4,3,invMMt,202.202
profile,eagle_REPEAT_cs_CRAN_12335703,12335708,1,4,3,find_qtl,117731.247
profile,eagle_REPEAT_cs_CRAN_12335703,12335708,1,4,3,constructX,0.083
